Catchment,Latitude,Longitude,Year,Stream Flow Cal Yr,Stream Flow Wat Yr,Stream 0 Flow Days
49,47.065159,-84.3892035,1989,2.661835616,3.455013699,77
49,47.065159,-84.3892035,1990,3.006191781,2.933863014,21
49,47.065159,-84.3892035,1991,3.942356164,3.045342466,65
49,47.065159,-84.3892035,1992,3.36273224,3.942377049,2
49,47.065159,-84.3892035,1993,3.759917808,3.731671233,0
49,47.065159,-84.3892035,1994,2.991232877,3.11030137,1
49,47.065159,-84.3892035,1995,3.203123288,3.06230137,49
49,47.065159,-84.3892035,1996,3.778251366,3.799699454,3
49,47.065159,-84.3892035,1997,2.523013699,3.14690411,35
49,47.065159,-84.3892035,1998,2.376657534,1.838767123,58
49,47.065159,-84.3892035,1999,2.813205479,2.834410959,30
49,47.065159,-84.3892035,2000,3.119098361,3.470081967,8
49,47.065159,-84.3892035,2001,3.703232877,2.405068493,40
49,47.065159,-84.3892035,2002,3.361315068,4.054410959,50
49,47.065159,-84.3892035,2003,NA,NA,NA
49,47.065159,-84.3892035,2004,3.822377049,NA,NA
49,47.065159,-84.3892035,2005,2.149780822,2.040410959,101
49,47.065159,-84.3892035,2006,2.438630137,2.326136986,67
49,47.065159,-84.3892035,2007,1.937780822,2.072794521,56
49,47.065159,-84.3892035,2008,3.116557377,3.607650273,39
49,47.065159,-84.3892035,2009,3.311589041,2.963424658,0
49,47.065159,-84.3892035,2010,1.84569863,2.111041096,0
49,47.065159,-84.3892035,2011,3.266575342,2.609671233,5
50,47.066207,-84.3897451,1981,2.63690411,2.981245421,
50,47.066207,-84.3897451,1982,2.79060274,2.21830137,0
50,47.066207,-84.3897451,1983,2.304054795,2.677972603,27
50,47.066207,-84.3897451,1984,2.662704918,2.328005464,3
50,47.066207,-84.3897451,1985,2.788219178,2.991506849,4
50,47.066207,-84.3897451,1986,2.693972603,2.896986301,3
50,47.066207,-84.3897451,1987,2.102739726,1.878082192,26
50,47.066207,-84.3897451,1988,3.410901639,3.083579235,48
50,47.066207,-84.3897451,1989,2.631342466,3.348794521,60
50,47.066207,-84.3897451,1990,2.764931507,2.160684932,34
50,47.066207,-84.3897451,1991,2.957671233,2.891753425,43
50,47.066207,-84.3897451,1992,2.208032787,2.637349727,14
50,47.066207,-84.3897451,1993,2.548794521,2.53030137,1
50,47.066207,-84.3897451,1994,1.836657534,1.951890411,28
50,47.066207,-84.3897451,1995,2.055863014,1.925369863,71
50,47.066207,-84.3897451,1996,2.55647541,2.623142077,9
50,47.066207,-84.3897451,1997,1.673945205,2.047589041,71
50,47.066207,-84.3897451,1998,1.704493151,1.264575342,74
50,47.066207,-84.3897451,1999,1.833726027,2.006575342,51
50,47.066207,-84.3897451,2000,2.040983607,2.24784153,23
50,47.066207,-84.3897451,2001,2.181123288,1.506219178,75
50,47.066207,-84.3897451,2002,2.128739726,2.506273973,51
50,47.066207,-84.3897451,2003,2.40369863,1.973835616,38
50,47.066207,-84.3897451,2004,2.459699454,2.622814208,15
50,47.066207,-84.3897451,2005,1.691808219,1.826958904,107
50,47.066207,-84.3897451,2006,1.953616438,1.821780822,94
50,47.066207,-84.3897451,2007,1.978109589,2.015945205,74
50,47.066207,-84.3897451,2008,2.439398907,2.877786885,57
50,47.066207,-84.3897451,2009,2.479178082,2.214027397,24
50,47.066207,-84.3897451,2010,1.892273973,1.885945205,22
50,47.066207,-84.3897451,2011,1.922082192,1.792547945,26
